



2020-05-07 15-03-31

0: loss=1.377, reward_mean=0.010, reward_bound=0.000, batch=1 
1: loss=1.374, reward_mean=0.010, reward_bound=0.000, batch=2 
2: loss=1.375, reward_mean=0.020, reward_bound=0.000, batch=4 
3: loss=1.373, reward_mean=0.030, reward_bound=0.000, batch=7 
4: loss=1.369, reward_mean=0.010, reward_bound=0.000, batch=8 
5: loss=1.366, reward_mean=0.020, reward_bound=0.000, batch=10 
6: loss=1.367, reward_mean=0.020, reward_bound=0.000, batch=12 
7: loss=1.365, reward_mean=0.010, reward_bound=0.000, batch=13 
8: loss=1.363, reward_mean=0.000, reward_bound=0.000, batch=13 
9: loss=1.359, reward_mean=0.050, reward_bound=0.000, batch=18 
10: loss=1.357, reward_mean=0.010, reward_bound=0.000, batch=19 
11: loss=1.355, reward_mean=0.000, reward_bound=0.000, batch=19 
12: loss=1.353, reward_mean=0.000, reward_bound=0.000, batch=19 
13: loss=1.351, reward_mean=0.000, reward_bound=0.000, batch=19 
14: loss=1.347, reward_mean=0.050, reward_bound=0.000, batch=24 
15: loss=1.343, reward_mean=0.010, reward_bound=0.000, batch=25 
16: loss=1.337, reward_mean=0.030, reward_bound=0.000, batch=28 
17: loss=1.331, reward_mean=0.050, reward_bound=0.000, batch=33 
18: loss=1.325, reward_mean=0.020, reward_bound=0.000, batch=35 
19: loss=1.320, reward_mean=0.040, reward_bound=0.000, batch=39 
20: loss=1.312, reward_mean=0.030, reward_bound=0.000, batch=42 
21: loss=1.308, reward_mean=0.010, reward_bound=0.000, batch=43 
22: loss=1.307, reward_mean=0.010, reward_bound=0.000, batch=44 
23: loss=1.302, reward_mean=0.070, reward_bound=0.000, batch=51 
24: loss=1.296, reward_mean=0.030, reward_bound=0.000, batch=54 
25: loss=1.301, reward_mean=0.030, reward_bound=0.000, batch=57 
26: loss=1.301, reward_mean=0.000, reward_bound=0.000, batch=57 
27: loss=1.302, reward_mean=0.030, reward_bound=0.000, batch=60 
28: loss=1.303, reward_mean=0.040, reward_bound=0.000, batch=64 
29: loss=1.296, reward_mean=0.020, reward_bound=0.000, batch=66 
30: loss=1.291, reward_mean=0.020, reward_bound=0.000, batch=68 
31: loss=1.292, reward_mean=0.010, reward_bound=0.000, batch=69 
32: loss=1.288, reward_mean=0.030, reward_bound=0.000, batch=72 
33: loss=1.279, reward_mean=0.080, reward_bound=0.000, batch=80 
